,name,reliable,Tullio_Data,Satus,comment,resolution,dyn_phase,bern_phase,EOS,M1,M2,Mb1,Mb2,Mb,Mg1,Mg2,R1,R2,C1,C2,k21,k22,lam21,lam22,Lambda,k2T,tend,fate,MADM,EGW,JADM,JGW,f0,fpeak,tmerg_r,tcoll,tend.1,Mdisk,Mdisk3D,Mej,Munb,ThetaRMS,Yeej,Sej,vej,Ekej,Mej_bern,Munb_bern,ThetaRMS_bern,Yeej_bern,Sej_bern,vej_bern,Ekej_bern,chi2
10,DD2_M14971246_M0_LR,True,,,,,passed,not passed,DD2,1497.0,1246.0,,,,,,,,,,,,,,,,0.046562554699724285,,,0.0379085046316,,1.53497053581,,2440.17021277,0.009280981289463064,inf,0.046562554699724285,,,0.00124425,0.0014207997946042187,32.15101966171285,0.20623049896054246,20.210495048157526,0.17586470166526022,0.034394765662094866,0.00572973,0.02622073275601021,33.08222800883175,0.2732694364589457,15.702343182213125,0.15248391439561726,0.1190724104645015,
11,DD2_M15091235_M0_LK_SR,True,,,R04,,passed,not passed,DD2,1509.0,1235.0,1.6632,1.3343,2.9975,1.49611454524,1.2245144021799999,8.96395661617,8.91186674116,0.166903256584,0.137402887702,0.0924482717295,0.107466500474,475.861252986,1462.87498411,839.5582280921059,157.7969963704104,0.05426255739803686,,2.71968,0.0388172607956,7.40527,1.47941998157,283.28306630812637,2489.96960486,0.007748036684662964,inf,0.05426255739803686,,,0.00268775,0.0015850352850413404,30.308513453087567,0.19802616730516406,15.549394535615294,0.1823455195665148,0.0798745541638467,0.00544836,0.0245666787683182,36.4370180873136,0.2852318432863559,16.25611106461265,0.1575366399110925,0.12085308208665715,22722.555989977704
12,DD2_T05_15491205_45km_M0corot,True,,,R04_corot,,passed,not passed,DD2,1549.0,1205.0,1.7117,1.299,3.0107,1.5352028707700003,1.19467633413,8.97075922091,8.901620423230002,0.171134158427,0.134209044827,0.0898696465327,0.108984794551,408.168571016,1668.66794411,833.4635530971727,156.8599555130242,0.05769091069769496,,2.73164,0.0312485282735,8.0226,1.41587200309,282.5461789216109,2489.96960486,0.010115987007287386,inf,0.05769091069769496,,,0.00492247,0.0017091156210694276,16.727400123759967,0.08056309366250987,7.720771767222553,0.13611873367130733,0.08151683174128507,0.00744878,0.05697371060409458,33.653015890372714,0.2679439645281932,15.39095557297168,0.15387320670356758,0.15763036747597864,30094.93459896207
13,DD2_T05_15491205_45km_M0LKcorot,True,,,R04_corot,,passed,not passed,DD2,1549.0,1205.0,1.7117,1.299,3.0107,1.5352028707700003,1.19467633413,8.97075922091,8.901620423230002,0.171134158427,0.134209044827,0.0898696465327,0.108984794551,408.168571016,1668.66794411,833.4635530971727,156.8599555130242,0.037199603619278716,,2.73164,0.0359622214852,8.0226,1.53663265943,282.5461789216109,2440.17021277,0.010100224463380913,inf,0.037199603619278716,,,0.00545038,0.004991489337136919,18.447663602016426,0.08852219418521699,8.185716115628635,0.14367464983303915,0.10055785903980947,0.0033251,0.040863997799032464,38.33765594961045,0.2792011650899732,18.421921078045774,0.17311382180806587,0.08906272718643257,19506.000237477914
14,LS220_M13641364_M0_HR,True,,,,,passed,not passed,LS220,1364.0,1364.0,,,,,,,,,,,,,,,,0.027048525343509443,,,0.0484689395309,,1.81248829185,,2987.96352584,0.014026065590666685,inf,0.027048525343509443,,,0.0010322,0.0014975303882839267,35.70462800635922,0.223396033961088,18.64877045650068,0.1561351573548634,0.02249025965882159,0.000629965,0.00562113056871019,31.96059746679989,0.27562554367520103,18.857800561523256,0.13311462054822093,0.009976924974365644,
15,LS220_M13641364_M0_LK_SR,True,,,R03,,passed,passed,LS220,1364.0,1364.0,1.4912,1.4912,2.9824,1.34089609351,1.34089609351,8.61280868228,8.61280868228,0.155686193601,0.155686193601,0.09808863970170001,0.09808863970170001,714.948741246,714.948741246,714.9487412463479,134.05351980529338,0.04374105934046545,,2.70282,0.0614318695672,7.39835,2.01245811379,282.4745591972195,2987.96352584,0.011697149728485148,0.015304087983304874,0.04374105934046545,0.10813388938224834,,0.00135862,0.0029393330181191803,37.378734931618325,0.2601906041203573,20.623194381725565,0.15894943167536174,0.030679264253882038,0.00346785,0.008499638684021623,32.33514739855623,0.3052802662508687,18.472530079458448,0.12024961097250457,0.04481839295882743,24932.090845132767
16,LS220_M13641364_M0_LR,True,,,R01,,passed,not passed,LS220,1364.0,1364.0,1.4912,1.4912,2.9824,1.34089609351,1.34089609351,8.61280868228,8.61280868228,0.155686193601,0.155686193601,0.09808863970170001,0.09808863970170001,714.948741246,714.948741246,714.9487412463479,134.05351980529338,0.04054126292745122,,2.70282,0.05224183908630001,7.39835,1.86803398265,282.4745591972195,2987.96352584,0.013285226027062405,0.017294109151497226,0.04054126292745122,0.09292000665103446,,0.00201487,0.0037708620657195694,31.811043241108354,0.21101899219529047,15.815885652488742,0.16705114986857714,0.05025457595591088,0.00505975,0.011848737323934336,32.115108336238805,0.2989105089885874,17.68981465510134,0.12456500142273827,0.0701696926635508,22001.31101604867
17,LS220_M13641364_M0_SR,True,,,R01,,passed,passed,LS220,1364.0,1364.0,1.4912,1.4912,2.9824,1.34089609351,1.34089609351,8.61280868228,8.61280868228,0.155686193601,0.155686193601,0.09808863970170001,0.09808863970170001,714.948741246,714.948741246,714.9487412463479,134.05351980529338,0.050857847914238474,,2.70282,0.0502843289539,7.39835,1.8377633646,282.4745591972195,2987.96352584,0.013659586444841164,0.015682389037060256,0.050857847914238474,0.09789748078208767,0.06947,0.00169045,0.0027422717032461737,32.5284676908735,0.2173613884206277,16.979887836079154,0.1553627578384099,0.03646913153087284,0.00364718,0.00830915153317534,32.10114536406479,0.2932052932910811,17.463022431505166,0.11230906123330904,0.04111639542856903,22862.271259975587
18,LS220_M14001330_M0_SR,True,,,R01,,passed,not passed,LS220,1.4,1.33,1.5343,1.4499,2.9842,1.37590980007,1.30718560357,8.59886009026,8.629269301599999,0.160010559714,0.151482885308,0.09483532310750001,0.100912974479,602.742319993,843.414093353,714.5993851946083,134.02193268821406,0.03695528418872837,,2.7041,0.0524482635657,7.401669999999999,1.88012028551,282.6193901954332,3037.76291793,0.013683155735240465,0.016911941987225634,0.03695528418872837,0.08490947239639285,,0.00171275,0.003082685083115687,30.93068281681053,0.20550442171086675,16.15620712959276,0.1611557358015764,0.039757202009091504,0.00340646,0.009565051381897715,31.566216171892012,0.2966724990986493,18.29097391102787,0.12677064722706272,0.048929303376549604,22231.759477756816
19,LS220_M14351298_M0_HR,True,,,,,not passed,not passed,LS220,1435.0,1298.0,,,,,,,,,,,,,,,,0.02449499323066065,,,0.0455849703815,,1.74651643225,,2987.96352584,0.014049523120262034,inf,0.02449499323066065,,,0.00191788,0.0022262426842082615,32.06862870857243,0.20041180388929186,15.263382276367652,0.16607058092159047,0.047275420950489096,5.09138e-05,0.009179558002189623,30.87067183573643,0.23986782592553496,15.948494101402767,0.13567856728431194,0.0008376969627342702,
20,LS220_M14351298_M0_SR,True,,,R01,,passed,not passed,LS220,1435.0,1298.0,1.5771,1.4119,2989.0,1.41044414277,1.2759437083299998,8.58242814733,8.637031974760001,0.1643407103,0.147729730751,0.0916430445101,0.103849833026,509.655591408,983.970588358,714.2818775782486,134.05839996407732,0.038704926562347,,2.70742,0.0493938733277,7.40455,1.80033721272,282.8215169731599,2987.96352584,0.013635756342717091,0.016628327957713053,0.038704926562347,0.11641051283201778,,0.0023976,0.0027433290500889717,26.687012691240664,0.17330408317240154,12.590244717717715,0.19079394221638304,0.0780072954955943,0.00391511,0.011241251103681174,32.276717187627966,0.2745561913224264,16.78389327430391,0.10821020316844226,0.04097403485048546,20789.641402377114
21,LS220_M14691268_M0_HR,True,,,,,passed,not passed,LS220,1469.0,1268.0,,,,,,,,,,,,,,,,0.029586294912451763,,,0.0415471159391,,1.6566186854299998,,2938.16413374,0.013875986173951886,inf,0.029586294912451763,,,0.00278191,0.0033978071175146183,28.892328351755854,0.16185256293696054,12.539811536642091,0.17563410529596574,0.07669899294743501,0.0017736,0.014136001464372104,37.70748946416892,0.24823687024944915,14.869927128053114,0.09275997034365133,0.013639755549501364,
22,LS220_M14691268_M0_LK_SR,True,,,R03,,passed,not passed,LS220,1469.0,1268.0,1.6195,1.3769,2.9964,1.4444353298700001,1.2470205847799998,8.563919049739999,8.642672727110002,0.16866535022,0.14428651246500002,0.0884964771098,0.10656716858200001,432.224328115,1136.06687419,713.8651489563787,134.12846165089059,0.05471178989937138,,2.71256,0.0444806627145,7.405869999999999,1.61357226712,283.00454515771554,2938.16413374,0.011578595399583296,inf,0.05471178989937138,,,0.00330974,0.004586927265154233,33.187101038715326,0.21498704146541436,15.184778321922572,0.16648613327347467,0.08199332184278056,0.0154438,0.03701145592449819,32.10558984454241,0.2791376463571094,15.537914038384983,0.10480979735932866,0.15163001108974403,76707.81078554071
23,LS220_M14691268_M0_LR,True,,,R01,,passed,not passed,LS220,1469.0,1268.0,1.6195,1.3769,2.9964,1.4444353298700001,1.2470205847799998,8.563919049739999,8.642672727110002,0.16866535022,0.14428651246500002,0.0884964771098,0.10656716858200001,432.224328115,1136.06687419,713.8651489563787,134.12846165089059,0.042590393635292836,,2.71256,0.0467999897349,7.405869999999999,1.7250113316799998,283.00454515771554,2987.96352584,0.013111502794487894,inf,0.042590393635292836,,,0.00366436,0.004417535640538319,29.560522851256753,0.17762233751855847,12.991899817299615,0.16552700345615606,0.08973559992404073,0.00919846,0.029549427224887775,31.728439765067023,0.2627029187734686,14.949380842323606,0.09929420360125497,0.08105715303685457,37491.163802881805
24,LS220_M14691268_M0_SR,True,,,R01,,passed,not passed,LS220,1469.0,1268.0,1.6195,1.3769,2.9964,1.4444353298700001,1.2470205847799998,8.563919049739999,8.642672727110002,0.16866535022,0.14428651246500002,0.0884964771098,0.10656716858200001,432.224328115,1136.06687419,713.8651489563787,134.12846165089059,0.04960472567367378,,2.71256,0.0376799569153,7.405869999999999,1.55912555334,283.00454515771554,2938.16413374,0.013505566392149749,inf,0.04960472567367378,,,0.00348255,0.0033323677759651764,30.19428347937955,0.1728051520162338,12.131268168411081,0.17555218500074374,0.09592636456707873,0.00908508,0.02681874508437456,32.256120344701124,0.25397367866276904,14.76344428363867,0.09506308412070888,0.07338055740939851,37339.77668179586
25,SFHo_M13641364_M0_LK_SR,True,,,R03,,passed,passed,SFHo,1364.0,1364.0,1.5031,1.5031,3.0062,1.35452801598,1.35452801598,8.06259610508,8.06259610508,0.168001605958,0.168001605958,0.082938278237,0.082938278237,413.142377296,413.142377296,413.14237729604514,77.46363315098243,0.03501649128823207,,2.70328,0.0617797329314,7.404910000000001,1.91639375507,282.7610380947849,3734.95440729,0.012039985058450955,0.006165753153526554,0.03501649128823207,0.09781204665134678,,0.00657177,0.007356772967424652,33.243366747903416,0.22619151437120136,16.00988287578537,0.18284303155420836,0.19636681721540486,0.00465483,0.01873812995798773,30.76893485124847,0.2269844350366941,13.118248340707607,0.15819201570594413,0.1041121326414474,123383.1260527074
26,SFHo_M13641364_M0_LK_SR_2019pizza,True,,,R03,,passed,passed,SFHo,1364.0,1364.0,1.5031,1.5031,3.0062,1.35452801598,1.35452801598,8.06259610508,8.06259610508,0.168001605958,0.168001605958,0.082938278237,0.082938278237,413.142377296,413.142377296,413.14237729604514,77.46363315098243,0.03738087287420317,,2.70328,0.0769354524758,7.404910000000001,2.21550325208,282.7610380947849,3485.95744681,0.012075450782240524,0.0054682605856650746,0.03738087287420317,0.07082141103740387,,0.00449023,0.006650215433552912,33.10988600021463,0.20818757753536526,16.169077504715794,0.18527939911026384,0.13776895542479492,0.00309571,0.017773421239844704,29.95996072572132,0.21963304466075634,13.772406942220039,0.16163074263852234,0.07228293872944938,129836.3821209917
27,SFHo_M13641364_M0_SR,True,,,R01,,passed,not passed,SFHo,1364.0,1364.0,1.5031,1.5031,3.0062,1.35452801598,1.35452801598,8.06259610508,8.06259610508,0.168001605958,0.168001605958,0.082938278237,0.082938278237,413.142377296,413.142377296,413.14237729604514,77.46363315098243,0.02168137914335504,,2.70328,0.0609818706418,7.404910000000001,2.00918709914,282.7610380947849,3635.3556231,0.01401424368273683,0.0035767553168881924,0.02168137914335504,0.034942214901152666,,0.00309578,0.0031782706074778714,32.823508882932785,0.23520321437989786,17.6649345288748,0.21117746122075856,0.12339388112941616,0.000338908,0.006412589833323504,27.734679372459013,0.1960490534661368,11.43373132422368,0.17606007305492938,0.009389287031784932,158511.9561806414
28,SFHo_M14521283_M0_HR,True,,,R01,,passed,passed,SFHo,1452.0,1283.0,1.6124,1.404,3.0164,1.4419745752700002,1.2739463364,8.03977628285,8.08538890905,0.179355246011,0.157562068242,0.0763895869614,0.0882703779108,274.395476484,606.006538943,412.2825110530633,77.40891580303409,0.029097656051351062,,2.71006,0.0631114348319,7.399830000000001,2.04670482765,282.75785499592314,3485.95744681,0.013939110823956451,inf,0.029097656051351062,,,0.00382913,0.006319262737884884,26.625408166147018,0.15758302391973894,12.500414434349315,0.23052541174365976,0.181872418084565,0.00189866,0.07627047141308883,26.09522387620238,0.1674065433009754,11.028402671532453,0.14130320033555244,0.03388283351051278,166773.7280794649
29,SFHo_M14521283_M0_LK_SR,True,,,R03,,passed,passed,SFHo,1452.0,1283.0,1.6124,1.404,3.0164,1.4419745752700002,1.2739463364,8.03977628285,8.08538890905,0.179355246011,0.157562068242,0.0763895869614,0.0882703779108,274.395476484,606.006538943,412.2825110530633,77.40891580303409,0.030713316801764656,,2.71006,0.0710229668901,7.399830000000001,2.11366429736,282.75785499592314,3485.95744681,0.011791464216699365,inf,0.030713316801764656,,,0.00405296,6.765554576561545,29.8105143251578,0.16294804726711956,12.805677739405274,0.24519781484840705,0.21778821000311432,0.00131146,6.845565369818561,35.31030471143489,0.2341801630703232,14.392263734423913,0.14313081817028425,0.02401315070486687,183634.48039690702
30,SFHo_M14521283_M0_LK_SR_2019pizza,True,,,R03,,passed,not passed,SFHo,1452.0,1283.0,1.6124,1.404,3.0164,1.4419745752700002,1.2739463364,8.03977628285,8.08538890905,0.179355246011,0.157562068242,0.0763895869614,0.0882703779108,274.395476484,606.006538943,412.2825110530633,77.40891580303409,0.026008197445682158,,2.71006,0.0659469880051,7.399830000000001,2.05002236924,282.75785499592314,3386.35866261,0.011838751848418786,inf,0.026008197445682158,,,0.00350557,0.015151448488585538,33.227938734949056,0.18200725494173312,14.097654268835027,0.22021651591724026,0.15194530762378333,0.00270107,0.03016097557338685,30.51077172050963,0.23219254608964224,14.94302447229061,0.1691422075321632,0.06906660169647495,147103.18132292424
31,SFHo_M14521283_M0_LR,True,,,R01,,passed,passed,SFHo,1452.0,1283.0,1.6124,1.404,3.0164,1.4419745752700002,1.2739463364,8.03977628285,8.08538890905,0.179355246011,0.157562068242,0.0763895869614,0.0882703779108,274.395476484,606.006538943,412.2825110530633,77.40891580303409,0.03098916132012795,,2.71006,0.0626402793151,7.399830000000001,2.06291075054,282.75785499592314,3436.15805471,0.013474115778715469,inf,0.03098916132012795,,,0.00435831,2.7272373875367357,27.187520851331854,0.15506847451679784,12.228799179223136,0.2271488366964489,0.2009870268016996,0.00196213,2.8879806242415573,30.866953424712896,0.2188918216174464,13.135074153673305,0.14662971806462366,0.03770513359470918,172644.62980977033
32,SFHo_M14521283_M0_SR,True,,,R01,,passed,not passed,SFHo,1452.0,1283.0,1.6124,1.404,3.0164,1.4419745752700002,1.2739463364,8.03977628285,8.08538890905,0.179355246011,0.157562068242,0.0763895869614,0.0882703779108,274.395476484,606.006538943,412.2825110530633,77.40891580303409,0.033006766940156626,,2.71006,0.051928342684,7.399830000000001,1.86551430635,282.75785499592314,3436.15805471,0.01373025711719567,inf,0.033006766940156626,,,0.00430061,0.01297461613914442,34.08860746664045,0.20187092503317056,15.128903599140587,0.20942029624216096,0.1685761148885061,0.00472573,0.031551834588996665,32.97367972672937,0.25630289253081434,15.726441858931002,0.16908114974406072,0.12075012774696242,131323.62336376938
33,SLy4_M13641364_M0_LR,True,,,R02,,not passed,not passed,SLy4,1364.0,1364.0,1.5016,1.5016,3.0032,1.3422224473299997,1.3422224473299997,7.971128424139999,7.971128424139999,0.16838511982,0.16838511982,0.08132995378610001,0.08132995378610001,400.525631047,400.525631047,400.5256310470942,75.10035450980605,0.02632344832381164,,2.70364,0.0489812558979,7.39963,1.73355466365,282.53981272388717,4780.74164134,0.013679289624724256,0.0021778295451886226,0.02632344832381164,0.04600843403814737,,0.00260928,0.005980598749247719,35.13833833042145,0.20429510917254956,42.08243301217195,0.3468403093190459,0.28054898279788315,-0.000690879,0.00840281558657063,18.155729558382145,-0.0002444414453127682,-0.049175561551299145,-0.00040164070157002883,1.1929427300471122e-10,
34,SLy4_M13641364_M0_SR,True,,,R02,,passed,not passed,SLy4,1364.0,1364.0,1.5016,1.5016,3.0032,1.3422224473299997,1.3422224473299997,7.971128424139999,7.971128424139999,0.16838511982,0.16838511982,0.08132995378610001,0.08132995378610001,400.525631047,400.525631047,400.5256310470942,75.10035450980605,0.035914956290901086,,2.70364,,7.39963,,282.53981272388717,,,,0.035914956290901086,0.09497744197305662,0.04943,0.00444597,0.005194467385423032,35.206186835239784,0.25403676317296564,18.225611620703692,0.21630537459643234,0.1859215436972472,0.00564173,0.01901752579975376,33.06820715145989,0.28823025493848514,17.73053268864692,0.19542640854844168,0.1925783375051133,159543.71727201535
35,SLy4_M14521283_M0_LR,True,,,R02,,passed,not passed,SLy4,1452.0,1283.0,1.6105,1.4018,3.0123,1.4285458371700002,1.26177437769,7.93328010082,7.9993285326,0.18007009048300002,0.157735189638,0.0751336659969,0.0868060982155,264.568160499,592.675451653,400.8832872936187,75.27471707311219,0.028183428504775575,,2.7095599999999997,0.0572130330958,7.3966,1.96071310101,282.65599583234433,199.19756838900003,0.01979489588521156,inf,0.028183428504775575,,,0.00523808,0.005689233638460565,26.91941322927316,0.15940604409353026,11.996059713520989,0.23854816606172494,0.2664114007023561,0.00210489,0.08348520302494598,35.63782305565393,0.2642929386892505,15.013090848262856,0.18183536628469896,0.0622036256014454,230732.20803743156
36,SLy4_M14521283_M0_SR,False,,,R02,,passed,not passed,SLy4,1452.0,1283.0,1.6105,1.4018,3.0123,1.4285458371700002,1.26177437769,7.93328010082,7.9993285326,0.18007009048300002,0.157735189638,0.0751336659969,0.0868060982155,264.568160499,592.675451653,400.8832872936187,75.27471707311219,0.03404709483798391,,2.7095599999999997,0.0637137532469,7.3966,2.08615303824,282.65599583234433,3436.15805471,0.013765722840985236,0.019524769889487918,0.03404709483798391,0.7778251642721373,,0.00640477,0.016313430863439924,30.711508313620183,0.16261498951112016,11.567986357745866,0.2469188118026096,0.3490118662426715,0.00474195,0.09908679049486177,35.005580058061014,0.2580026335669659,15.408433803203325,0.1796080994547602,0.13672160298766606,216355.0642365383
