,name,reliable,corot,Tullio_Data,Satus,comment,resolution,dyn_phase,EOS,M1,M2,Mb1,Mb2,Mb,Mg1,Mg2,R1,R2,C1,C2,k21,k22,lam21,lam22,Lambda,k2T,tend,fate,MADM,EGW,JADM,JGW,f0,fpeak,tmerg_r,tcoll,tend.1,Mdisk,Mdisk3D,Mej,dMej,Munb,Munb_bern,ThetaRMS,Yeej,Sej,vej,Ekej,chi2_simDisk,chi2_fitDisk,err_simDisk,err_fitDisk,chi2w_simDisk,chi2w_fitDisk,errw_simDisk,errw_fitDisk,chi2
20,LS220_M13641364_M0_LK_SR,True,False,,,R03,SR,passed,LS220,1364.0,1364.0,1.4912,1.4912,2.9824,1.34089609351,1.34089609351,8.61280868228,8.61280868228,0.155686193601,0.155686193601,0.0980886397017,0.0980886397017,714.948741246,714.948741246,714.9487412463478,134.05351980529338,0.022272474539847813,,2.70282,0.0614343463642,7.39835,2.01262244461,282.4745591972195,2987.96352584,0.011697149728485148,inf,0.022272474539847813,,,0.00127878,0.13153545174148806,0.0016380341276863253,0.005818682458331545,35.27155287569458,0.2519298028730509,20.22695242410736,0.1647037002946402,0.031004906131999545,37289.03106844967,37289.031068449665,0.013428605316840876,0.013428605316840876,5169.835717307729,5169.835717307729,0.0028457826769091184,0.0028457826769091184,24963.9123469989
21,LS220_M13641364_M0_LR,True,False,,,R01,LR,passed,LS220,1364.0,1364.0,1.4912,1.4912,2.9824,1.34089609351,1.34089609351,8.61280868228,8.61280868228,0.155686193601,0.155686193601,0.0980886397017,0.0980886397017,714.948741246,714.948741246,714.9487412463478,134.05351980529338,0.04054126292745122,,2.70282,0.05224183908630002,7.39835,1.8680339826499999,282.4745591972195,2987.96352584,0.013285226027062405,0.017294109151497226,0.04054126292745122,0.09292000665103446,,0.00201487,0.0,0.0037708620657195694,0.011848737323934336,31.811043241108354,0.21101899219529047,15.815885652488742,0.16705114986857714,0.05025457595591088,35461.196557339266,30769.6738163131,0.010933757595653959,0.011055962452551776,3740.650353820975,3681.833296664429,0.0023387960332422954,0.002354003125601121,20679.329973313244
22,LS220_M13641364_M0_SR,True,False,,,R01,SR,passed,LS220,1364.0,1364.0,1.4912,1.4912,2.9824,1.34089609351,1.34089609351,8.61280868228,8.61280868228,0.155686193601,0.155686193601,0.0980886397017,0.0980886397017,714.948741246,714.948741246,714.9487412463478,134.05351980529338,0.05085784791423848,,2.70282,0.050284328953900004,7.39835,1.8377633646,282.4745591972195,2987.96352584,0.013659586444841164,0.015682389037060256,0.05085784791423848,0.09789748078208768,,0.00169045,0.0,0.0027422717032461737,0.008309151533175341,32.5284676908735,0.2173613884206277,16.979887836079154,0.1553627578384099,0.03646913153087284,35337.58319849636,34950.33703231346,0.012295154182361715,0.012376656854031462,4959.310009328891,4998.171633937423,0.0026825869344051572,0.0026946694777188872,22844.88937423584
23,LS220_M14001330_M0_HR,True,False,,,R01,HR,not passed,LS220,1.4,1.33,1.5343,1.4499,2.9842,1.37590980007,1.30718560357,8.59886009026,8.629269301599999,0.160010559714,0.151482885308,0.0948353231075,0.100912974479,602.742319993,843.414093353,714.5993851946083,134.02193268821406,0.011711570122510208,,2.7041,0.004419205244029999,7.401669999999997,0.419520846034,282.6193901954332,946.188449848,0.008745538856537474,inf,0.011711570122510208,,,7.7336e-08,2.480564065800259e-05,3.402922632823791e-07,5.636463124401456e-06,11.038010665000431,0.20290299708997106,165.53775990871006,0.08112089958104897,4.5485806164969083e-07,131603.67587495944,131603.67587495944,0.024508313991619048,0.024508313991619048,29460.29823289073,29460.29823289073,0.00599273346895469,0.00599273346895469,78973.73300366005
24,LS220_M14001330_M0_SR,True,False,,,R01,SR,passed,LS220,1.4,1.33,1.5343,1.4499,2.9842,1.37590980007,1.30718560357,8.59886009026,8.629269301599999,0.160010559714,0.151482885308,0.0948353231075,0.100912974479,602.742319993,843.414093353,714.5993851946083,134.02193268821406,0.03695528418872837,,2.7041,0.052448263565699996,7.401669999999997,1.88012028551,282.6193901954332,3037.76291793,0.013683155735240465,0.016911941987225634,0.03695528418872837,0.08490947239639285,,0.00171275,0.0,0.003082685083115687,0.009565051381897716,30.93068281681053,0.20550442171086675,16.156207129592758,0.1611557358015764,0.039757202009091504,47243.893216660654,33567.792871340505,0.012127036409631477,0.01207077595174616,4920.657398059634,4502.909911017873,0.002611386974750386,0.0025943972902536193,22146.1241271921
25,LS220_M14351298_M0_HR,True,False,,,R01,HR,not passed,LS220,1435.0,1298.0,1.5771,1.4119,2989.0,1.41044414277,1.2759437083299998,8.58242814733,8.637031974760001,0.1643407103,0.147729730751,0.0916430445101,0.103849833026,509.655591408,983.970588358,714.2818775782486,134.05839996407732,0.01379222591816478,,2.70742,0.0063490362642799995,7.40455,0.5754687163050001,282.8215169731599,896.3890577510001,0.01086548925115428,inf,0.01379222591816478,,,3.2948e-07,0.00018347292271854863,3.1986286836504926e-06,1.4636222574112885e-05,12.783725921510332,0.170603149025434,119.21333901116913,0.06115993520092267,1.1015189689083456e-06,131603.25203919108,131603.25203919108,0.024507756149589967,0.024507756149589967,29458.9493666592,29458.9493666592,0.005992620851333594,0.005992620851333594,78972.2495618351
26,LS220_M14351298_M0_SR,False,False,,,R01,SR,passed,LS220,1435.0,1298.0,1.5771,1.4119,2989.0,1.41044414277,1.2759437083299998,8.58242814733,8.637031974760001,0.1643407103,0.147729730751,0.0916430445101,0.103849833026,509.655591408,983.970588358,714.2818775782486,134.05839996407732,0.038704926562347,,2.70742,0.04939387332769999,7.40455,1.8003372127200001,282.8215169731599,2987.96352584,0.013635756342717091,0.016628327957713053,0.038704926562347,0.11641051283201778,,0.0023975999999999997,0.0,0.0027433290500889717,0.011241251103681174,26.687012691240664,0.17330408317240156,12.590244717717715,0.19079394221638304,0.0780072954955943,21543.822240933754,28042.483576757542,0.01156885910591068,0.009890193274336566,3151.0482475588988,2431.863475953568,0.0022327578554304237,0.0019626226827446887,20737.492119902658
27,LS220_M14691268_M0_HR,True,False,,,R01,HR,not passed,LS220,1469.0,1268.0,1.6195,1.3769,2.9964,1.44443532987,1.2470205847799998,8.563919049739999,8.642672727110003,0.16866535022,0.14428651246500002,0.0884964771098,0.106567168582,432.224328115,1136.06687419,713.8651489563788,134.12846165089059,0.017527948823999127,,2.71256,0.020380005253400002,7.405869999999997,1.1775666178200002,283.00454515771554,3037.76291793,0.013828698542232464,inf,0.017527948823999127,,,0.000318154,0.7623134990960722,0.0022239936352769,0.005089330775779575,21.260711985891138,0.15038775798451376,15.333149304739212,0.33260953255938946,0.03145835904693537,60350.7590572164,60350.7590572164,0.01854813912800424,0.01854813912800424,7394.907872571532,7394.907872571532,0.0032493020124215745,0.0032493020124215745,51332.76359553655
28,LS220_M14691268_M0_LK_SR,True,False,,,R03,SR,passed,LS220,1469.0,1268.0,1.6195,1.3769,2.9964,1.44443532987,1.2470205847799998,8.563919049739999,8.642672727110003,0.16866535022,0.14428651246500002,0.0884964771098,0.106567168582,432.224328115,1136.06687419,713.8651489563788,134.12846165089059,0.022367049803286656,,2.71256,0.0444810203762,7.405869999999997,1.61359581716,283.00454515771554,2938.16413374,0.011578595399583296,inf,0.022367049803286656,,,0.00320271,0.04610084964573246,0.00378046854554096,0.011786757348625616,31.538512351325558,0.20905496826507566,14.716662842780025,0.16937323414875216,0.08211742302738761,27994.90205152545,27994.902051525445,0.009674559972182148,0.009674559972182148,2760.490983307946,2760.490983307946,0.002040651394126516,0.002040651394126516,20184.038208531285
29,LS220_M14691268_M0_LR,True,False,,,R01,LR,passed,LS220,1469.0,1268.0,1.6195,1.3769,2.9964,1.44443532987,1.2470205847799998,8.563919049739999,8.642672727110003,0.16866535022,0.14428651246500002,0.0884964771098,0.106567168582,432.224328115,1136.06687419,713.8651489563788,134.12846165089059,0.042590393635292836,,2.71256,0.046799989734899995,7.405869999999997,1.7250113316799998,283.00454515771554,2987.96352584,0.013111502794487894,inf,0.042590393635292836,,,0.00366436,0.0,0.004417535640538319,0.029549427224887775,29.560522851256753,0.17762233751855847,12.991899817299617,0.16552700345615606,0.08973559992404072,27760.448384300344,27760.448384300344,0.0095759825001545,0.0095759825001545,2753.69660138458,2753.69660138458,0.002031309919246453,0.002031309919246453,20287.99022756871
30,LS220_M14691268_M0_SR,True,False,,,R01,SR,passed,LS220,1469.0,1268.0,1.6195,1.3769,2.9964,1.44443532987,1.2470205847799998,8.563919049739999,8.642672727110003,0.16866535022,0.14428651246500002,0.0884964771098,0.106567168582,432.224328115,1136.06687419,713.8651489563788,134.12846165089059,0.04960472567367378,,2.71256,0.0376799569153,7.405869999999997,1.55912555334,283.00454515771554,2938.16413374,0.013505566392149749,inf,0.04960472567367378,,,0.00348255,0.0,0.0033323677759651764,0.02681874508437456,30.19428347937955,0.1728051520162338,12.131268168411081,0.17555218500074374,0.09592636456707873,27816.36485568056,27816.36485568056,0.00939320309890289,0.00939320309890289,2478.032635542981,2478.032635542981,0.0019246498487125786,0.0019246498487125786,20937.384799455656
31,SFHo_M13641364_M0_HR,True,False,,,R01,HR,passed,SFHo,1364.0,1364.0,1.5031,1.5031,3.0062,1.35452801598,1.35452801598,8.06259610508,8.06259610508,0.168001605958,0.168001605958,0.082938278237,0.082938278237,413.142377296,413.142377296,413.14237729604514,77.46363315098243,0.0232497522620492,,2.70328,0.0630908600722,7.404910000000001,2.04526624403,282.7610380947849,3685.1550152,0.014207334845591137,0.003352139066220939,0.0232497522620492,0.0376123608559095,,0.00338459,0.0,0.003506453152658307,0.007389238440766319,29.48566511784191,0.22179323167533369,16.44371163782024,0.19752273753305424,0.11802378124198712,511946.8232899075,159051.73045763592,0.04795975603720068,0.024526868714367912,75264.85240856356,19530.844658583184,0.007960957459663751,0.004227442245062136,118999.15913868738
32,SFHo_M13641364_M0_LK_SR,True,False,,,R03,SR,passed,SFHo,1364.0,1364.0,1.5031,1.5031,3.0062,1.35452801598,1.35452801598,8.06259610508,8.06259610508,0.168001605958,0.168001605958,0.082938278237,0.082938278237,413.142377296,413.142377296,413.14237729604514,77.46363315098243,0.023596528227991628,,2.70328,0.061779667455199985,7.404910000000001,1.91638341235,282.7610380947849,3734.95440729,0.012039985058450955,0.006165753153526554,0.023596528227991628,0.09781204665134678,,0.00657073,0.0033835485978694077,0.007356069183586559,0.024778103988069348,33.232936554108434,0.2261638452418117,16.00607871828549,0.18286394030450195,0.19638049518270093,31135.506922792643,166898.85125324418,0.009283128315304466,0.024869360498556703,2368.987380871985,20911.629411575515,0.0017606975288598048,0.0041295031016771785,130798.37370339983
33,SFHo_M13641364_M0_LR,True,False,,,R01,LR,not passed,SFHo,1364.0,1364.0,1.5031,1.5031,3.0062,1.35452801598,1.35452801598,8.06259610508,8.06259610508,0.168001605958,0.168001605958,0.082938278237,0.082938278237,413.142377296,413.142377296,413.14237729604514,77.46363315098243,0.030169509036991306,,2.70328,0.04647187595340002,7.404910000000001,1.71625829708,282.7610380947849,2689.16717325,0.013742339800350152,inf,0.030169509036991306,,,0.0239808,7.29894874092823,0.3811481794657741,0.6204289794828413,24.746447289783678,0.3801591654318807,43.64461901562917,0.8527480090322258,15.585983414771988,546323.853741481,546323.853741481,0.05047840317024958,0.05047840317024958,84923.28653578415,84923.28653578415,0.00968351496002185,0.00968351496002185,525569.6790529808
34,SFHo_M13641364_M0_SR,True,False,,,R01,SR,passed,SFHo,1364.0,1364.0,1.5031,1.5031,3.0062,1.35452801598,1.35452801598,8.06259610508,8.06259610508,0.168001605958,0.168001605958,0.082938278237,0.082938278237,413.142377296,413.142377296,413.14237729604514,77.46363315098243,0.02168137914335504,,2.70328,0.06098187064180001,7.404910000000001,2.00918709914,282.7610380947849,3635.3556231,0.01401424368273683,0.0035767553168881924,0.02168137914335504,0.034942214901152666,,0.00309578,0.03891080887528501,0.0031782706074778714,0.006412589833323504,32.823508882932785,0.23520321437989786,17.6649345288748,0.21117746122075856,0.12339388112941616,595941.7422582196,160946.96976224115,0.052061270843270266,0.02469283741789081,90193.19712399946,20252.26070526753,0.008607019750500832,0.004223761285795564,121087.21709057003
